"NATMON_IND","Indicator","LOCATION","country","TIME","Time","completed_education","Flag Codes","Flags"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","GMB","Gambia","2019","2019",89.1044,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","ISL","Iceland","2019","2019",99.02183,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","PHL","Philippines","2019","2019",96.56412,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","CIV","Côte d'Ivoire","2019","2019",84.20553,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","LKA","Sri Lanka","2019","2019",98.90448,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","LAO","Lao People's Democratic Republic","2019","2019",82.05267,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40640","Northern America ","2019","2019",93.63773,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","UZB","Uzbekistan","2019","2019",99.78076,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","AZE","Azerbaijan","2019","2019",97.36231,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","OMN","Oman","2019","2019",99.20663,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","QAT","Qatar","2019","2019",95.34592,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","CHE","Switzerland","2019","2019",100,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","ISR","Israel","2019","2019",98.94857,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2019","2019",98.18859,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","TUR","Türkiye","2019","2019",99.86254,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ESP","Spain","2019","2019",99.77203,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40520","Latin America and the Caribbean","2019","2019",86.27704,"‡","UIS Estimation"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","FIN","Finland","2019","2019",99.79902,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","LTU","Lithuania","2019","2019",99.06896,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","BDI","Burundi","2019","2019",63.17436,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","COL","Colombia","2019","2019",95.55609,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","DOM","Dominican Republic","2019","2019",86.8428,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","SLE","Sierra Leone","2019","2019",56.38741,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","SMR","San Marino","2019","2019",98.24691,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","PRT","Portugal","2019","2019",99.92789,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","CHN","China","2019","2019",99.82185,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","USA","United States of America","2019","2019",94.68265,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SGP","Singapore","2019","2019",99.89027,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","MHL","Marshall Islands","2019","2019",73.39345,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","TON","Tonga","2019","2019",91.49563,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","BIH","Bosnia and Herzegovina","2019","2019",94.02281,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","VUT","Vanuatu","2019","2019",91.51805,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","DOM","Dominican Republic","2019","2019",89.37737,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","VUT","Vanuatu","2019","2019",86.95858,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","AND","Andorra","2019","2019",67.3534,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",99.89274,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","MHL","Marshall Islands","2019","2019",83.27931,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","MAC","China, Macao Special Administrative Region","2019","2019",99.07706,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","DJI","Djibouti","2019","2019",88.47261,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","CHN","China","2019","2019",100,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","ZWE","Zimbabwe","2019","2019",90.84191,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MHL","Marshall Islands","2019","2019",73.1346,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","MNE","Montenegro","2019","2019",99.0525,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","ZAF","South Africa","2019","2019",95.28169,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",99.7553,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","MAC","China, Macao Special Administrative Region","2019","2019",98.7015,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MNE","Montenegro","2019","2019",99.83548,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","PRT","Portugal","2019","2019",99.90523,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","VUT","Vanuatu","2019","2019",84.76444,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SMR","San Marino","2019","2019",97.77381,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",99.90878,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","DJI","Djibouti","2019","2019",88.06726,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",99.82767,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","WSM","Samoa","2019","2019",88.17645,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","CHN","China","2019","2019",100,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",99.89274,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SMR","San Marino","2019","2019",98.09611,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","MNE","Montenegro","2019","2019",99.0525,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","TON","Tonga","2019","2019",91.20941,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","USA","United States of America","2019","2019",93.19786,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","USA","United States of America","2019","2019",96.15256,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","USA","United States of America","2019","2019",93.424,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","SMR","San Marino","2019","2019",97.77381,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","GIB","Gibraltar","2019","2019",83.24912,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GIB","Gibraltar","2019","2019",81.07334,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","USA","United States of America","2019","2019",96.15256,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","USA","United States of America","2019","2019",90.72315,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","USA","United States of America","2019","2019",90.55491,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SWE","Sweden","2019","2019",1.00421,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ISR","Israel","2019","2019",0.98173,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CYP","Cyprus","2019","2019",1.04035,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MHL","Marshall Islands","2019","2019",0.95108,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BEL","Belgium","2019","2019",1.02034,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","EGY","Egypt","2019","2019",1.00633,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","TZA","United Republic of Tanzania","2019","2019",1.0611,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MAR","Morocco","2019","2019",1.01915,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ARG","Argentina","2019","2019",1.00702,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","KOR","Republic of Korea","2019","2019",0.99899,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40500","North America and Western Europe","2019","2019",0.98059,"‡","UIS Estimation"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","IND","India","2019","2019",1.01764,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","GRC","Greece","2019","2019",1.00438,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","PSE","Palestine","2019","2019",1.0064,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CHL","Chile","2019","2019",0.98447,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MNE","Montenegro","2019","2019",1.01503,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ITA","Italy","2019","2019",1.00064,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","URY","Uruguay","2019","2019",0.9991,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ROU","Romania","2019","2019",1.00605,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SUR","Suriname","2019","2019",1.06939,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ARM","Armenia","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MLT","Malta","2019","2019",1.00101,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",0.99862,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CHN","China","2019","2019",0.99822,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","HKG","China, Hong Kong Special Administrative Region","2019","2019",0.98994,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BEN","Benin","2019","2019",0.9626,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","DNK","Denmark","2019","2019",0.99966,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40613","South-Eastern Asia","2019","2019",1.03255,"‡","UIS Estimation"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SLE","Sierra Leone","2019","2019",1.02387,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ZWE","Zimbabwe","2019","2019",1.07065,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BLZ","Belize","2019","2019",0.95941,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","HND","Honduras","2019","2019",1.03437,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","PHL","Philippines","2019","2019",1.01613,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","USA","United States of America","2019","2019",0.96904,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","HRV","Croatia","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MOZ","Mozambique","2019","2019",0.98893,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SRB","Serbia","2019","2019",1.00624,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40614","Western Asia","2019","2019",0.98293,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SMR","San Marino","2019","2019",0.99671,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","LTU","Lithuania","2019","2019",1.00194,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SGP","Singapore","2019","2019",1.00326,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","PSE","Palestine","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","JOR","Jordan","2019","2019",1.01088,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","TZA","United Republic of Tanzania","2019","2019",1.09715,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","LVA","Latvia","2019","2019",1.00237,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","VUT","Vanuatu","2019","2019",1.03087,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40540","Sub-Saharan Africa","2019","2019",1.0466,"‡","UIS Estimation"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","CIV","Côte d'Ivoire","2019","2019",1.02063,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BIH","Bosnia and Herzegovina","2019","2019",1.0089,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","FJI","Fiji","2019","2019",1.0133,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","GEO","Georgia","2019","2019",1.00361,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SVN","Slovenia","2019","2019",1.0018,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MKD","North Macedonia","2019","2019",0.98833,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","LBN","Lebanon","2019","2019",1.01343,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MUS","Mauritius","2019","2019",1.02016,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","DJI","Djibouti","2019","2019",1.01897,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40515","East Asia and the Pacific","2019","2019",1.00966,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","FIN","Finland","2019","2019",1.00183,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SEN","Senegal","2019","2019",1.11521,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","MUS","Mauritius","2019","2019",1.02268,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SWE","Sweden","2019","2019",1.00256,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MYS","Malaysia","2019","2019",1.02991,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","EST","Estonia","2019","2019",0.99823,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ZAF","South Africa","2019","2019",0.97817,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BFA","Burkina Faso","2019","2019",1.1365,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40044","Low income countries","2019","2019",1.04256,"‡","UIS Estimation"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ALB","Albania","2019","2019",1.01324,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","EGY","Egypt","2019","2019",1.00466,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","DNK","Denmark","2019","2019",1.00299,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BLR","Belarus","2019","2019",1.00529,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","LVA","Latvia","2019","2019",1.00192,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","ISL","Iceland","2019","2019",0.98609,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BOL","Bolivia (Plurinational State of)","2019","2019",1.0097,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40616","Southern Asia","2019","2019",1.04173,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40606","Sub-Saharan Africa","2019","2019",1.04658,"‡","UIS Estimation"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","KAZ","Kazakhstan","2019","2019",,"a","Category not applicable"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BGR","Bulgaria","2019","2019",1.0045,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","PHL","Philippines","2019","2019",1.00879,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","HND","Honduras","2019","2019",1.0679,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","SVN","Slovenia","2019","2019",1.00133,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BDI","Burundi","2019","2019",1.14859,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","DOM","Dominican Republic","2019","2019",1.03677,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","GTM","Guatemala","2019","2019",1.03966,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ZWE","Zimbabwe","2019","2019",1.0448,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","LBN","Lebanon","2019","2019",1.05158,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","UKR","Ukraine","2019","2019",1.00554,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MEX","Mexico","2019","2019",1.00226,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ITA","Italy","2019","2019",1.00134,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","HRV","Croatia","2019","2019",0.99667,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","AUT","Austria","2019","2019",1.00304,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SEN","Senegal","2019","2019",1.06227,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40525","Arab States","2019","2019",0.9932,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","JAM","Jamaica","2019","2019",0.60111,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","ECU","Ecuador","2019","2019",0.98149,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BLZ","Belize","2019","2019",0.93587,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","LKA","Sri Lanka","2019","2019",1.01728,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","QAT","Qatar","2019","2019",1.0122,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","OMN","Oman","2019","2019",1.00187,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CHE","Switzerland","2019","2019",0.99223,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","MAR","Morocco","2019","2019",1.01297,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","GMB","Gambia","2019","2019",1.112,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","FIN","Finland","2019","2019",1.00307,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","AZE","Azerbaijan","2019","2019",0.95691,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","KGZ","Kyrgyzstan","2019","2019",1.01845,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40510","World","2019","2019",1.02276,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CUB","Cuba","2019","2019",1.01021,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","WSM","Samoa","2019","2019",0.98042,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ISL","Iceland","2019","2019",0.98897,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","BDI","Burundi","2019","2019",1.11474,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40620","Europe","2019","2019",1.00785,"‡","UIS Estimation"
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","TON","Tonga","2019","2019",0.99261,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","ALB","Albania","2019","2019",1.01324,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BLR","Belarus","2019","2019",1.00529,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","NOR","Norway","2019","2019",1.01076,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","KHM","Cambodia","2019","2019",1.0558,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40619","Eastern and South-Eastern Asia","2019","2019",1.01011,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","CHL","Chile","2019","2019",0.98622,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","TUR","Türkiye","2019","2019",0.99985,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40043","Upper middle income countries","2019","2019",1.00345,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","BIH","Bosnia and Herzegovina","2019","2019",1.01023,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40334","Least Developed Countries","2019","2019",1.05501,"‡","UIS Estimation"
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","UKR","Ukraine","2019","2019",,"a","Category not applicable"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","EST","Estonia","2019","2019",0.99757,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40617","Northern Africa and Western Asia","2019","2019",0.99312,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","JAM","Jamaica","2019","2019",0.6829,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CPV","Cabo Verde","2019","2019",1.00112,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","LAO","Lao People's Democratic Republic","2019","2019",1.03909,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SMR","San Marino","2019","2019",0.99671,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","40330","Landlocked Developing Countries","2019","2019",1.03202,"‡","UIS Estimation"
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","SLV","El Salvador","2019","2019",1.05104,,
"SR_1_G4_GPIA","Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)","MDA","Republic of Moldova","2019","2019",1.07584,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","UZB","Uzbekistan","2019","2019",1.00137,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","QAT","Qatar","2019","2019",1.00707,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","LKA","Sri Lanka","2019","2019",1.01728,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","CHN","China","2019","2019",0.99641,,
"SR_1_GLAST_GPIA","Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)","BRN","Brunei Darussalam","2019","2019",1.01214,,
"SR_1_G5_GPIA","Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)","SLE","Sierra Leone","2019","2019",1.0251,,
